CP,Plaza,Estado,Municipio,Colonia,Zona,Caja 1KG,Costo por kilo adicional,Palet
84085,NOG,SONORA,NOGALES,LOS ALAMOS,6,$113,$6,"$4,086"
84085,NOG,SONORA,NOGALES,ALAMEDAS RESIDENCIAL,6,$113,$6,"$4,086"
84086,NOG,SONORA,NOGALES,BELLAVISTA,6,$113,$6,"$4,086"
84086,NOG,SONORA,NOGALES,ROMANZA RESIDENCIAL,6,$113,$6,"$4,086"
84086,NOG,SONORA,NOGALES,LOMAS DE ANZA,6,$113,$6,"$4,086"
84086,NOG,SONORA,NOGALES,LOMAS DEL SOL,6,$113,$6,"$4,086"
84090,NOG,SONORA,NOGALES,SOLIDARIDAD,6,$113,$6,"$4,086"
84090,NOG,SONORA,NOGALES,SAN CARLOS II ETAPA,6,$113,$6,"$4,086"
84090,NOG,SONORA,NOGALES,SAN MATEO,6,$113,$6,"$4,086"
84090,NOG,SONORA,NOGALES,SANTA LUCIA,6,$113,$6,"$4,086"
84090,NOG,SONORA,NOGALES,SAN CARLOS I ETAPA,6,$113,$6,"$4,086"
84090,NOG,SONORA,NOGALES,SAN CARLOS III ETAPA,6,$113,$6,"$4,086"
84090,NOG,SONORA,NOGALES,LOS VIRREYES,6,$113,$6,"$4,086"
84093,NOG,SONORA,NOGALES,VISTAS DEL SUR II,6,$113,$6,"$4,086"
84093,NOG,SONORA,NOGALES,COLINAS DEL SUR,6,$113,$6,"$4,086"
84093,NOG,SONORA,NOGALES,VILLA SONORA,6,$113,$6,"$4,086"
84093,NOG,SONORA,NOGALES,EL CONQUISTADOR,6,$113,$6,"$4,086"
84093,NOG,SONORA,NOGALES,VISTAS DEL SUR,6,$113,$6,"$4,086"
84093,NOG,SONORA,NOGALES,COLINAS DEL YAQUI,6,$113,$6,"$4,086"
84093,NOG,SONORA,NOGALES,FUENTE DE PIEDRA,6,$113,$6,"$4,086"
84093,NOG,SONORA,NOGALES,COLINAS DEL VIENTO,6,$113,$6,"$4,086"
84093,NOG,SONORA,NOGALES,FUENTE DE PLATA,6,$113,$6,"$4,086"
84093,NOG,SONORA,NOGALES,LAS ACACIAS,6,$113,$6,"$4,086"
84093,NOG,SONORA,NOGALES,MESA DEL SUR,6,$113,$6,"$4,086"
84094,NOG,SONORA,NOGALES,LOS PINOS RESIDENCIAL,6,$113,$6,"$4,086"
84094,NOG,SONORA,NOGALES,LAS BELLOTAS,6,$113,$6,"$4,086"
84094,NOG,SONORA,NOGALES,LOMA LINDA,6,$113,$6,"$4,086"
84094,NOG,SONORA,NOGALES,NUEVO NOGALES,6,$113,$6,"$4,086"
84094,NOG,SONORA,NOGALES,PARQUE INDUSTRIAL NUEVO NOGALES,6,$113,$6,"$4,086"
84094,NOG,SONORA,NOGALES,CALIFORNIA,6,$113,$6,"$4,086"
84094,NOG,SONORA,NOGALES,LAS TERRAZAS,6,$113,$6,"$4,086"
84094,NOG,SONORA,NOGALES,CEDROS RESIDENCIAL,6,$113,$6,"$4,086"
84094,NOG,SONORA,NOGALES,LA MESA,6,$113,$6,"$4,086"
84094,NOG,SONORA,NOGALES,PARQUE INDUSTRIAL DE NOGALES,6,$113,$6,"$4,086"
84094,NOG,SONORA,NOGALES,BOSQUE DE NOGALES,6,$113,$6,"$4,086"
84094,NOG,SONORA,NOGALES,CASA BLANCA,6,$113,$6,"$4,086"
84094,NOG,SONORA,NOGALES,PALERMO,6,$113,$6,"$4,086"
84094,NOG,SONORA,NOGALES,ZONA FISCAL,6,$113,$6,"$4,086"
84094,NOG,SONORA,NOGALES,SIGLO XXI,6,$113,$6,"$4,086"
84094,NOG,SONORA,NOGALES,TERRANOVA RESIDENCIAL,6,$113,$6,"$4,086"
84094,NOG,SONORA,NOGALES,CALIFORNIA II ETAPA,6,$113,$6,"$4,086"
84100,NOG,SONORA,NOGALES,RUBEN MARTINEZ FIMBRES,6,$113,$6,"$4,086"
84100,NOG,SONORA,NOGALES,ELENA RODRIGUEZ,6,$113,$6,"$4,086"
84100,NOG,SONORA,NOGALES,JIRAHUI,6,$113,$6,"$4,086"
84100,NOG,SONORA,NOGALES,EL TAPIRAL,6,$113,$6,"$4,086"
84100,NOG,SONORA,NOGALES,LA CIENEGA,6,$113,$6,"$4,086"
84100,NOG,SONORA,NOGALES,LA ANGOSTURA,6,$113,$6,"$4,086"
84100,NOG,SONORA,NOGALES,LAS BORREGAS DE ABAJO,6,$113,$6,"$4,086"
84100,NOG,SONORA,NOGALES,SAN MIGUELITO,6,$113,$6,"$4,086"
84100,NOG,SONORA,NOGALES,JOSE IGNACIO REAL,6,$113,$6,"$4,086"
84100,NOG,SONORA,NOGALES,LA PASADITA,6,$113,$6,"$4,086"
84100,NOG,SONORA,NOGALES,RUBEN BARNET,6,$113,$6,"$4,086"
84100,NOG,SONORA,NOGALES,FELIZARDO AMADOR,6,$113,$6,"$4,086"
84100,NOG,SONORA,NOGALES,EL AGUAJITO,6,$113,$6,"$4,086"
84100,NOG,SONORA,NOGALES,EL TASCALI,6,$113,$6,"$4,086"
84100,NOG,SONORA,NOGALES,AGUAJITO DE LA MORITA,6,$113,$6,"$4,086"
84100,NOG,SONORA,NOGALES,JORGE LEAL,6,$113,$6,"$4,086"
84100,NOG,SONORA,NOGALES,LUIS SANTA MARIA,6,$113,$6,"$4,086"
84100,NOG,SONORA,NOGALES,LOS CUERVOS,6,$113,$6,"$4,086"
84100,NOG,SONORA,NOGALES,CASAS BLANCAS,6,$113,$6,"$4,086"
84100,NOG,SONORA,NOGALES,EL CHOCLO,6,$113,$6,"$4,086"
84100,NOG,SONORA,NOGALES,HECTOR SOTO,6,$113,$6,"$4,086"
84100,NOG,SONORA,NOGALES,LA ARIZONA (LA HACIENDA),6,$113,$6,"$4,086"
84100,NOG,SONORA,NOGALES,LOS CASTRO,6,$113,$6,"$4,086"
84100,NOG,SONORA,NOGALES,CASILDO SANTA MARIA,6,$113,$6,"$4,086"
84100,NOG,SONORA,NOGALES,RUBEN DARIO RODRIGUEZ,6,$113,$6,"$4,086"
84100,NOG,SONORA,NOGALES,AGUA CALIENTE,6,$113,$6,"$4,086"
84100,NOG,SONORA,NOGALES,RAFAEL CARRIZOSA,6,$113,$6,"$4,086"
84100,NOG,SONORA,NOGALES,DONA CHEPA,6,$113,$6,"$4,086"
84100,NOG,SONORA,NOGALES,LA MORITA (EL AGUAJITO),6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,EL PAJARITO (EL TASCALITO),6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,LAS MARIPOSAS,6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,EL TAPIRO,6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,GODINES,6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,LA RECICLADORA,6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,LOS PINITOS [FRACCIONAMIENTO CAMPESTRE],6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,SANTA ELENA,6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,LOS NOGALES (LOS JABALIES),6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,LAS JUNTAS,6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,LOS VIEJITOS,6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,LA JOYA,6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,EL COMEDERO (FRANCISCA YESCAS),6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,LA BELLOTOSA,6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,EL SOLOVINO (RICARDO ENCINAS),6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,LOS ALISOS,6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,LOS TRES ARROYOS,6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,LOS TRES GARCIA,6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,EL RUIDO,6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,LAS CHIMENEAS,6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,LOS ADOBES,6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,IVAN BINCENT,6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,CLUB NORTENO DE CAZA TIRO Y PESCA,6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,22 DE NOVIEMBRE (TIMOTEO VARGAS),6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,EL MORE,6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,LA LADERA,6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,LUIS SANCHEZ MIRANDA,6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,EL ALAMITO,6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,EL SALTO,6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,ESTACION CUARENTENA,6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,JORGE MARTINEZ,6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,LA MESA DE LA CRUZ,6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,LOS NOGALES (CHICON),6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,RANCHO CLARITA (LA GRINGA),6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,RANCHO NUEVO (EVA RODRIGUEZ),6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,LA ILUSION,6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,RANCHO HEREDIA,6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,CASAS BLANCAS,6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,IRIS IVETTE,6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,EL NOVILLO,6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,LA SOLEDAD,6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,EL ALAMO,6,$113,$6,"$4,086"
84105,NOG,SONORA,NOGALES,FAUSTINO FELIX ESCALANTE,6,$113,$6,"$4,086"
84106,NOG,SONORA,NOGALES,EJIDO CIBUTA NUMERO DOS,6,$113,$6,"$4,086"
84106,NOG,SONORA,NOGALES,EL SALTO,6,$113,$6,"$4,086"
84106,NOG,SONORA,NOGALES,GUADALUPE (JIMENEZ),6,$113,$6,"$4,086"
84106,NOG,SONORA,NOGALES,CENTRO DE READAPTACION SOCIAL NUEVO,6,$113,$6,"$4,086"
84106,NOG,SONORA,NOGALES,EJIDO CIBUTA [SECTOR NUMERO UNO],6,$113,$6,"$4,086"
84106,NOG,SONORA,NOGALES,KILOMETRO VEINTIUNO (LA ADUANA),6,$113,$6,"$4,086"
84106,NOG,SONORA,NOGALES,LOS FRESNOS,6,$113,$6,"$4,086"
84106,NOG,SONORA,NOGALES,LAS ENCONTRADAS,6,$113,$6,"$4,086"
84106,NOG,SONORA,NOGALES,CIBUTA,6,$113,$6,"$4,086"
84106,NOG,SONORA,NOGALES,SANTA TERESA [TRANSPORTE TRANSFRIO],6,$113,$6,"$4,086"
84110,NOG,SONORA,NOGALES,EL ALAMITO,6,$113,$6,"$4,086"
84110,NOG,SONORA,NOGALES,EL ALAMO (CRIBA MASCARENA),6,$113,$6,"$4,086"
84110,NOG,SONORA,NOGALES,ISAAC FLORES VEGA,6,$113,$6,"$4,086"
84110,NOG,SONORA,NOGALES,LAS ADRIANAS,6,$113,$6,"$4,086"
84110,NOG,SONORA,NOGALES,EL POZO,6,$113,$6,"$4,086"
84110,NOG,SONORA,NOGALES,MASCARENA (CASAS DEL FERROCARRIL),6,$113,$6,"$4,086"
84110,NOG,SONORA,NOGALES,LAS BELLOTAS,6,$113,$6,"$4,086"
84110,NOG,SONORA,NOGALES,PILA REDONDA,6,$113,$6,"$4,086"
84110,NOG,SONORA,NOGALES,RANCHO SAN JOSE,6,$113,$6,"$4,086"
84110,NOG,SONORA,NOGALES,ENRIQUE MIRANDA,6,$113,$6,"$4,086"
84110,NOG,SONORA,NOGALES,EL TECOLOTE,6,$113,$6,"$4,086"
84110,NOG,SONORA,NOGALES,BUENAVISTA,6,$113,$6,"$4,086"
84110,NOG,SONORA,NOGALES,MICKY PESQUEIRA,6,$113,$6,"$4,086"
85000,CEN,SONORA,CAJEME,URBANIZABLE 4,6,$113,$6,"$4,086"
85000,CEN,SONORA,CAJEME,URBANIZABLE 2,6,$113,$6,"$4,086"
85000,CEN,SONORA,CAJEME,URBANIZABLE 5,6,$113,$6,"$4,086"
85000,CEN,SONORA,CAJEME,URBANIZABLE 7,6,$113,$6,"$4,086"
85000,CEN,SONORA,CAJEME,CIUDAD OBREGON CENTRO (FUNDO LEGAL),6,$113,$6,"$4,086"
85000,CEN,SONORA,CAJEME,URBANIZABLE I,6,$113,$6,"$4,086"
85000,CEN,SONORA,CAJEME,URBANIZABLE 3,6,$113,$6,"$4,086"
85010,CEN,SONORA,CAJEME,REAL DEL SOL AMPLIACION,6,$113,$6,"$4,086"
85013,CEN,SONORA,CAJEME,ZONA NORTE COMERCIAL,6,$113,$6,"$4,086"
85019,CEN,SONORA,CAJEME,REAL DEL SOL,6,$113,$6,"$4,086"
85019,CEN,SONORA,CAJEME,OBREGON NORTE AMPLIACION,6,$113,$6,"$4,086"
85019,CEN,SONORA,CAJEME,LOS ALISOS,6,$113,$6,"$4,086"
85019,CEN,SONORA,CAJEME,MIRASOLES,6,$113,$6,"$4,086"
85019,CEN,SONORA,CAJEME,EJIDATARIOS,6,$113,$6,"$4,086"
85019,CEN,SONORA,CAJEME,OBREGON NORTE,6,$113,$6,"$4,086"
85020,CEN,SONORA,CAJEME,PIONEROS DE CAJEME,6,$113,$6,"$4,086"
85020,CEN,SONORA,CAJEME,AMANECER 1,6,$113,$6,"$4,086"
85020,CEN,SONORA,CAJEME,NUEVO AMANECER,6,$113,$6,"$4,086"
85020,CEN,SONORA,CAJEME,VILLA GUADALUPE,6,$113,$6,"$4,086"
85020,CEN,SONORA,CAJEME,MATIAS MENDEZ,6,$113,$6,"$4,086"
85020,CEN,SONORA,CAJEME,MANLIO FABIO BELTRONES,6,$113,$6,"$4,086"
85023,CEN,SONORA,CAJEME,SIERRA VISTA,6,$113,$6,"$4,086"
85024,CEN,SONORA,CAJEME,LOS OLIVOS,6,$113,$6,"$4,086"
85024,CEN,SONORA,CAJEME,AMANECER 2,6,$113,$6,"$4,086"
85030,CEN,SONORA,CAJEME,AGRONOMOS,6,$113,$6,"$4,086"
85037,CEN,SONORA,CAJEME,PUENTE REAL,6,$113,$6,"$4,086"
85038,CEN,SONORA,CAJEME,GRANJAS FOVISSSTE NORTE (CODORNICES),6,$113,$6,"$4,086"
85038,CEN,SONORA,CAJEME,VILLA CALIFORNIA,6,$113,$6,"$4,086"
85038,CEN,SONORA,CAJEME,TUNEL,6,$113,$6,"$4,086"
85038,CEN,SONORA,CAJEME,LA JOYA VILLA CALIFORNIA IV,6,$113,$6,"$4,086"
85039,CEN,SONORA,CAJEME,ALTA CALIFORNIA,6,$113,$6,"$4,086"
85039,CEN,SONORA,CAJEME,LOMAS DEL PARAISO,6,$113,$6,"$4,086"
85039,CEN,SONORA,CAJEME,EL PARAISO,6,$113,$6,"$4,086"
85039,CEN,SONORA,CAJEME,FOVISSSTE 3,6,$113,$6,"$4,086"
85040,CEN,SONORA,CAJEME,ELECTRICISTA,6,$113,$6,"$4,086"
85040,CEN,SONORA,CAJEME,PIONEROS,6,$113,$6,"$4,086"
85040,CEN,SONORA,CAJEME,ZONA NORTE,6,$113,$6,"$4,086"
85050,CEN,SONORA,CAJEME,SAN ANTONIO,6,$113,$6,"$4,086"
85050,CEN,SONORA,CAJEME,CAJEME,6,$113,$6,"$4,086"
85050,CEN,SONORA,CAJEME,NUEVO CAJEME,6,$113,$6,"$4,086"
85050,CEN,SONORA,CAJEME,NUEVO REAL DEL NORTE,6,$113,$6,"$4,086"
85050,CEN,SONORA,CAJEME,REAL DEL BOSQUE,6,$113,$6,"$4,086"
85053,CEN,SONORA,CAJEME,CASA REAL,6,$113,$6,"$4,086"
85053,CEN,SONORA,CAJEME,LOS ANGELES,6,$113,$6,"$4,086"
85053,CEN,SONORA,CAJEME,REAL DE SABINOS,6,$113,$6,"$4,086"
85053,CEN,SONORA,CAJEME,VILLAS DEL PALMAR,6,$113,$6,"$4,086"
85053,CEN,SONORA,CAJEME,LAS PUERTAS,6,$113,$6,"$4,086"
85053,CEN,SONORA,CAJEME,LOS PATIOS,6,$113,$6,"$4,086"
85053,CEN,SONORA,CAJEME,REAL CAMPESTRE,6,$113,$6,"$4,086"
85053,CEN,SONORA,CAJEME,VILLAS DEL CAMPESTRE,6,$113,$6,"$4,086"
85053,CEN,SONORA,CAJEME,LUIS DONALDO COLOSIO,6,$113,$6,"$4,086"
85059,CEN,SONORA,CAJEME,CD. OBREGON (CIUDAD OBREGON),6,$113,$6,"$4,086"
85060,CEN,SONORA,CAJEME,BENITO JUAREZ,6,$113,$6,"$4,086"
85063,CEN,SONORA,CAJEME,LINDA VISTA,6,$113,$6,"$4,086"
85063,CEN,SONORA,CAJEME,SANTA FE,6,$113,$6,"$4,086"
85063,CEN,SONORA,CAJEME,VISTA HERMOSA,6,$113,$6,"$4,086"
85063,CEN,SONORA,CAJEME,MIRASIERRA,6,$113,$6,"$4,086"
85064,CEN,SONORA,CAJEME,HACIENDAS EL ROSARIO,6,$113,$6,"$4,086"
85064,CEN,SONORA,CAJEME,CAMPANARIO,6,$113,$6,"$4,086"
85064,CEN,SONORA,CAJEME,HACIENDAS SAN FRANCISCO,6,$113,$6,"$4,086"
85064,CEN,SONORA,CAJEME,HACIENDAS SAN MIGUEL,6,$113,$6,"$4,086"
85064,CEN,SONORA,CAJEME,LAS HACIENDAS,6,$113,$6,"$4,086"
85064,CEN,SONORA,CAJEME,LAS HACIENDAS LOS MONJES,6,$113,$6,"$4,086"
85064,CEN,SONORA,CAJEME,REAL DE SEVILLA,6,$113,$6,"$4,086"
85065,CEN,SONORA,CAJEME,RAMIRO VALDEZ,6,$113,$6,"$4,086"
85065,CEN,SONORA,CAJEME,VILLA SATELITE,6,$113,$6,"$4,086"
85065,CEN,SONORA,CAJEME,PARQUE INDUSTRIAL,6,$113,$6,"$4,086"
85070,CEN,SONORA,CAJEME,LA REFORMA,6,$113,$6,"$4,086"
85080,CEN,SONORA,CAJEME,LAS CAMPANAS,6,$113,$6,"$4,086"
85080,CEN,SONORA,CAJEME,MUNICIPIO LIBRE,6,$113,$6,"$4,086"
85080,CEN,SONORA,CAJEME,AMPLIACION MIGUEL ALEMAN,6,$113,$6,"$4,086"
85090,CEN,SONORA,CAJEME,MIRAVALLE,6,$113,$6,"$4,086"
85090,CEN,SONORA,CAJEME,SAN ANSELMO,6,$113,$6,"$4,086"
85095,CEN,SONORA,CAJEME,VALLE DORADO,6,$113,$6,"$4,086"
85096,CEN,SONORA,CAJEME,VILLAS DE CORTES,6,$113,$6,"$4,086"
85096,CEN,SONORA,CAJEME,VILLA FONTANA,6,$113,$6,"$4,086"
85096,CEN,SONORA,CAJEME,EL RODEO,6,$113,$6,"$4,086"
85096,CEN,SONORA,CAJEME,NUEVA GALICIA,6,$113,$6,"$4,086"
85097,CEN,SONORA,CAJEME,VILLAS DE TRIGO,6,$113,$6,"$4,086"
85097,CEN,SONORA,CAJEME,LOS HEROES,6,$113,$6,"$4,086"
85097,CEN,SONORA,CAJEME,HACIENDA DEL SOL,6,$113,$6,"$4,086"
85097,CEN,SONORA,CAJEME,MISION DEL SOL,6,$113,$6,"$4,086"
85097,CEN,SONORA,CAJEME,VALLE VERDE,6,$113,$6,"$4,086"
85097,CEN,SONORA,CAJEME,PASEO ALAMEDA,6,$113,$6,"$4,086"
85098,CEN,SONORA,CAJEME,MISION SAN RAFAEL,6,$113,$6,"$4,086"
85098,CEN,SONORA,CAJEME,SOSTENES VALENZUELA,6,$113,$6,"$4,086"
85098,CEN,SONORA,CAJEME,MISION DEL REAL,6,$113,$6,"$4,086"
85098,CEN,SONORA,CAJEME,LA MISION,6,$113,$6,"$4,086"
85098,CEN,SONORA,CAJEME,PRIMERO DE MAYO,6,$113,$6,"$4,086"
85098,CEN,SONORA,CAJEME,SANTA CECILIA,6,$113,$6,"$4,086"
85098,CEN,SONORA,CAJEME,PRIMAVERA,6,$113,$6,"$4,086"
85098,CEN,SONORA,CAJEME,MISION SAN JAVIER,6,$113,$6,"$4,086"
85099,CEN,SONORA,CAJEME,LAS MISIONES,6,$113,$6,"$4,086"
85099,CEN,SONORA,CAJEME,AMPLIACION MIRAVALLE,6,$113,$6,"$4,086"
85099,CEN,SONORA,CAJEME,CENTRAL DE ABASTOS,6,$113,$6,"$4,086"
85100,CEN,SONORA,CAJEME,VILLA DEL TETABIATE,6,$113,$6,"$4,086"
85100,CEN,SONORA,CAJEME,CINCUENTENARIO,6,$113,$6,"$4,086"
85100,CEN,SONORA,CAJEME,NOROESTE,6,$113,$6,"$4,086"
85100,CEN,SONORA,CAJEME,CHAPULTEPEC,6,$113,$6,"$4,086"
85100,CEN,SONORA,CAJEME,ALTAR RESIDENCIAL,6,$113,$6,"$4,086"
85110,CEN,SONORA,CAJEME,CUAUHTEMOC (URBANIZABLE 6),6,$113,$6,"$4,086"
85110,CEN,SONORA,CAJEME,URBANIZABLE 6 (CUAUHTEMOC) AMPLIACION,6,$113,$6,"$4,086"
85110,CEN,SONORA,CAJEME,MORELOS,6,$113,$6,"$4,086"
85110,CEN,SONORA,CAJEME,QUINTA DIAZ,6,$113,$6,"$4,086"
85120,CEN,SONORA,CAJEME,DEL VALLE,6,$113,$6,"$4,086"
85120,CEN,SONORA,CAJEME,MULTIFAMILIARES IMSS,6,$113,$6,"$4,086"
85120,CEN,SONORA,CAJEME,FOVISSSTE,6,$113,$6,"$4,086"
85120,CEN,SONORA,CAJEME,SANTA ANITA,6,$113,$6,"$4,086"
85120,CEN,SONORA,CAJEME,INFONAVIT YOKUJIMARI,6,$113,$6,"$4,086"
85130,CEN,SONORA,CAJEME,BOSQUE DEL NAINARI,6,$113,$6,"$4,086"
85130,CEN,SONORA,CAJEME,BELLAVISTA,6,$113,$6,"$4,086"
85130,CEN,SONORA,CAJEME,VILLA ITSON,6,$113,$6,"$4,086"
85130,CEN,SONORA,CAJEME,FUENTES DEL BOSQUE,6,$113,$6,"$4,086"
85130,CEN,SONORA,CAJEME,DEL BOSQUE,6,$113,$6,"$4,086"
85134,CEN,SONORA,CAJEME,CASA BLANCA,6,$113,$6,"$4,086"
85134,CEN,SONORA,CAJEME,SONORA SOFT TECHNOLOGY PARK,6,$113,$6,"$4,086"
85134,CEN,SONORA,CAJEME,SAN JUAN CAPISTRANO,6,$113,$6,"$4,086"
85134,CEN,SONORA,CAJEME,MISIONEROS,6,$113,$6,"$4,086"
85134,CEN,SONORA,CAJEME,PRIVADA DE LA LAGUNA,6,$113,$6,"$4,086"
85136,CEN,SONORA,CAJEME,ALAMEDA DEL CEDRO,6,$113,$6,"$4,086"
85136,CEN,SONORA,CAJEME,ALAMEDA DEL CEDRO II,6,$113,$6,"$4,086"
85136,CEN,SONORA,CAJEME,MONTECARLO,6,$113,$6,"$4,086"
85136,CEN,SONORA,CAJEME,VILLAS DEL REAL,6,$113,$6,"$4,086"
85136,CEN,SONORA,CAJEME,VILLAS DEL REY,6,$113,$6,"$4,086"
85136,CEN,SONORA,CAJEME,VILLA DEL REY SECCION COLONIAL,6,$113,$6,"$4,086"
85136,CEN,SONORA,CAJEME,VILLA DEL NAINARI,6,$113,$6,"$4,086"
85137,CEN,SONORA,CAJEME,NAINARI DEL YAQUI,6,$113,$6,"$4,086"
85138,CEN,SONORA,CAJEME,ISSSTESON,6,$113,$6,"$4,086"
85138,CEN,SONORA,CAJEME,DEL LAGO,6,$113,$6,"$4,086"
85140,CEN,SONORA,CAJEME,BUGAMBILIAS,6,$113,$6,"$4,086"
85140,CEN,SONORA,CAJEME,LAS TORRES,6,$113,$6,"$4,086"
85140,CEN,SONORA,CAJEME,GALEANA,6,$113,$6,"$4,086"
85140,CEN,SONORA,CAJEME,HIDALGO,6,$113,$6,"$4,086"
85140,CEN,SONORA,CAJEME,RACKET,6,$113,$6,"$4,086"
85140,CEN,SONORA,CAJEME,LAS ARBOLEDAS,6,$113,$6,"$4,086"
85140,CEN,SONORA,CAJEME,FOVISSSTE 2,6,$113,$6,"$4,086"
85140,CEN,SONORA,CAJEME,PALMAR,6,$113,$6,"$4,086"
85140,CEN,SONORA,CAJEME,VILLA FLORENCIA,6,$113,$6,"$4,086"
85140,CEN,SONORA,CAJEME,LAZARO MERCADO,6,$113,$6,"$4,086"
85140,CEN,SONORA,CAJEME,CUMURIPA,6,$113,$6,"$4,086"
85140,CEN,SONORA,CAJEME,VILLA MEZQUITE,6,$113,$6,"$4,086"
85140,CEN,SONORA,CAJEME,OTANCAHUI,6,$113,$6,"$4,086"
85148,CEN,SONORA,CAJEME,LADRILLERA,6,$113,$6,"$4,086"
85149,CEN,SONORA,CAJEME,CUMURIPA,6,$113,$6,"$4,086"
85150,CEN,SONORA,CAJEME,LIBERTAD,6,$113,$6,"$4,086"
85150,CEN,SONORA,CAJEME,SOCHILOA,6,$113,$6,"$4,086"
85150,CEN,SONORA,CAJEME,LOS PORTALES,6,$113,$6,"$4,086"
85150,CEN,SONORA,CAJEME,LA FLORIDA,6,$113,$6,"$4,086"
85150,CEN,SONORA,CAJEME,PRADOS DEL TEPEYAC SECCION TERRA,6,$113,$6,"$4,086"
85150,CEN,SONORA,CAJEME,LAS FLORES,6,$113,$6,"$4,086"
85150,CEN,SONORA,CAJEME,PRADOS DEL TEPEYAC PROMO HABITAT,6,$113,$6,"$4,086"
85150,CEN,SONORA,CAJEME,HACIENDA REAL,6,$113,$6,"$4,086"
85150,CEN,SONORA,CAJEME,PRADOS DEL TEPEYAC,6,$113,$6,"$4,086"
85150,CEN,SONORA,CAJEME,REAL DEL ARCO,6,$113,$6,"$4,086"
85153,CEN,SONORA,CAJEME,ROBLES DEL CASTILLO COLECTIVISTA,6,$113,$6,"$4,086"
85154,CEN,SONORA,CAJEME,TORRES DE PARIS,6,$113,$6,"$4,086"
85154,CEN,SONORA,CAJEME,COLINAS DEL YAQUI,6,$113,$6,"$4,086"
85154,CEN,SONORA,CAJEME,VILLA ALEGRE,6,$113,$6,"$4,086"
85154,CEN,SONORA,CAJEME,LOS ARCOS,6,$113,$6,"$4,086"
85154,CEN,SONORA,CAJEME,POSADA DEL SOL,6,$113,$6,"$4,086"
85154,CEN,SONORA,CAJEME,VILLA AURORA,6,$113,$6,"$4,086"
85154,CEN,SONORA,CAJEME,LAS FUENTES II,6,$113,$6,"$4,086"
85154,CEN,SONORA,CAJEME,LAS ESPIGAS,6,$113,$6,"$4,086"
85154,CEN,SONORA,CAJEME,LAS FUENTES,6,$113,$6,"$4,086"
85157,CEN,SONORA,CAJEME,LAS BRISAS,6,$113,$6,"$4,086"
85157,CEN,SONORA,CAJEME,PRADOS DE LA LAGUNA,6,$113,$6,"$4,086"
85160,CEN,SONORA,CAJEME,HERRADURA,6,$113,$6,"$4,086"
85160,CEN,SONORA,CAJEME,CHIHUAHUA,6,$113,$6,"$4,086"
85160,CEN,SONORA,CAJEME,CORTINAS 1RA. SECCION,6,$113,$6,"$4,086"
85160,CEN,SONORA,CAJEME,CAMPESTRE,6,$113,$6,"$4,086"
85160,CEN,SONORA,CAJEME,CAMPESTRE 2DA. AMPLIACION,6,$113,$6,"$4,086"
85167,CEN,SONORA,CAJEME,CORTINAS 4TA. SECCION,6,$113,$6,"$4,086"
